,Unnamed: 0,평점,날짜,제목,내용
494,494,5,21.04.14.,세통째 사용하고 있는 블랙쿠션이 리뉴얼 됐다고 해서 바로 주문했습니다 역시나 케이스도 고급지게 이쁘고 같이 보내주신 미니백 샘플 등등 아주 풍성하게 잘 받았어요기존 갖고있던,세통째 사용하고 있는 블랙쿠션이 리뉴얼 됐다고 해서 바로 주문했습니다 역시나 케이스도 고급지게 이쁘고 같이 보내주신 미니백 샘플 등등 아주 풍성하게 잘 받았어요기존 갖고있던 블랙쿠션과 비교해보니 새로 나온 제품 케이스가 살짝 더 크고 각졌어요 아직 쓰던 제품이 남아있어서 곧 잘 사용하겠습니다믿고 쓰는 블랙쿠션이에요
495,495,4,21.04.08.,배송은 하루만에 왔어요파데만 써보고 쿠션은 아직 써보지 못했는데리뉴얼 됐다는 소식에 얼른 구매했어요가볍게 발라도 적당히 커버되서 좋아요보통 쿠션은 떨어뜨리면 여닫이 부분이 깨지,배송은 하루만에 왔어요파데만 써보고 쿠션은 아직 써보지 못했는데리뉴얼 됐다는 소식에 얼른 구매했어요가볍게 발라도 적당히 커버되서 좋아요보통 쿠션은 떨어뜨리면 여닫이 부분이 깨지는 경우가 종종 있었는데 이 케이스는 자석이라 그럴염려가 없네요
496,496,5,21.03.28.,헤라 쿠션 덕후에요지성피부이지만 속건조는 조금 있는 피부타입이고블랙쿠션은 여름철에 잘 사용했었어요자연스럽게 커버되고마스크 묻어남 훨씬 덜하고 무너져도 지저분하게흉해지지 않아,헤라 쿠션 덕후에요지성피부이지만 속건조는 조금 있는 피부타입이고블랙쿠션은 여름철에 잘 사용했었어요자연스럽게 커버되고마스크 묻어남 훨씬 덜하고 무너져도 지저분하게명품쿠션파데부터 홈쇼핑 쿠션까지 골고루 다 사용해봤지만 결국 헤라로 돌아오네요지난 겨울부터 글로우쿠션 잘 썼고이제 날 더워지니 블랙쿠션으로 바꾸려고구매했는데 
497,497,5,21.04.08.,소문듣고 처음 써봤습니다 놀라운데요 요녀석 사랑스럽네요 당연 재구매 할 것이고요 보내주신 사은품도 많아서 넘나 만족스럽습니다 이제야알다니 ㅠ 화장을 잘 안해서 관심이 없었,소문듣고 처음 써봤습니다 놀라운데요 요녀석 사랑스럽네요 당연 재구매 할 것이고요 보내주신 사은품도 많아서 넘나 만족스럽습니다 이제야알다니 ㅠ 화장을 잘 안해서 관심이 없었는데  뭔가 자신감이 생겨요 ㅎㅎ 감사합니다 열심히 잘 쓰겠습니다  씬나
498,498,5,21.05.23.,저는 밝은 호 웜톤입니다 웜톤이라  구매할까하다가 좀더 화사하게 화장하고싶어서 구매했는데 정말 만족해요  구성품도 여기저기 비교해보고 구매한건데 진짜 최상의 선택,저는 밝은 호 웜톤입니다웜톤이라  구매할까하다가 좀더 화사하게 화장하고싶어서 구매했는데 정말 만족해요 구성품도 여기저기 비교해보고 구매한건데 진짜 최상의 선택이였던거같습니다여기저기 추천하고싶어요그리고 헤라블랙쿠션 처음써보는데 다른쿠션고가들보다 훠엉어얼씬 좋아요 피부타입 수부지여름에 딱맞는 쿠션같아요판매자님 감사합니다
499,499,5,21.05.07.,금요일날 오랜만이 연습 좀 하고 토요일날 중요한 약속있어서 제대로 써볼거같아요 ㅎㅎ제니님의 광고로 인식이 바뀐거같아서 쿠션을 사야해서 찾아보다가 이번에 리뉴얼되면서 좋아졌다고 유튜,금요일날 오랜만이 연습 좀 하고 토요일날 중요한 약속있어서 제대로 써볼거같아요 ㅎㅎ제니님의 광고로 인식이 바뀐거같아서 쿠션을 사야해서 찾아보다가 이번에 리뉴얼되면서 좋아졌다고유튜버분들 이야기를 많이 찾아보고 할인쿠폰도 적용되고 이것저것 많이 챙겨주시는거보고 구매하게 됬습니당 ㅎ쿠션리필도 하나 받고 사용하 원래 에어리블러프라이밍도 사고싶었는데 여기에 안팔아서 ㅜㅜ
500,500,5,21.05.21.,쿠션 유목민이었고 맨날 바를때마다 시간지나면 엄청 떠서 진짜 짜증났었는데 블랙쿠션 바르고 나서 그런거 도 못느꼈어요 정말 이 쿠션 대박이네요 사실 주위에서 이 제품 리뉴얼 되기,쿠션 유목민이었고 맨날 바를때마다 시간지나면 엄청 떠서 진짜 짜증났었는데 블랙쿠션 바르고 나서 그런거 도 못느꼈어요 정말 이 쿠션 대박이네요 사실 주위에서 이 제품 리뉴얼 되기 전부터 엄청 추천했거든요 이것저것 써보다가 블랙쿠션으로 오기까지 년이나 걸렸네요 게다가 마침 장점만 모아서 새롭게 리뉴얼됐다길래 사봤는데 후우 앞으로 블랙쿠션 정기결제 하겠습니다 잎으로도 더 발전하는 블랙쿠션이라면 충성하겠어요
501,501,5,21.05.18.,헤라 제품 한번도 안써봤는데 요즘 하도 핫하다고 해서 엄마한테 선물 해드릴겸 구매했습니다 여기저기 파는 매장 둘러보다가 요기 현대신촌점이 사은품 구성이 제일 좋아서 주문했어요,헤라 제품 한번도 안써봤는데 요즘 하도 핫하다고 해서 엄마한테 선물 해드릴겸 구매했습니다 여기저기 파는 매장 둘러보다가 요기 현대신촌점이 사은품 구성이 제일 좋아서 주문했어요 밤 시에 문의답변 와서 넘 놀랬네요 ㅎㅎ 늦은 시간까지 답변 감사합니다내일 석가탄신일이라 하루 뒤에 오려나 했는데 오늘 벌써 배송완료더라구요 ㅎㅎ 빠른 배송도 감사합니다 마스크에도 별로 안묻어날거라고 ㅎㅎ 저도 조금 발라보니 뽀송뽀송하게  쪼금  약간 엄마 화장품 향 ㅎㅎㅎ 그래도 전체적으로 좋아보여서 제것도 하나 사야겠어요 ㅎㅎ 나머지 화장품 샘플이랑 파우치는 엄마 드리고 머리핀은 제가 차지했네요 많이 많이 파세요
502,502,5,21.05.03.,문의사항있어서 톡톡문의글 남겼는데 빠르고 친절하게 답변 해주셨어요금요일 오후시 넘어서 주문해서 다음주에나 받겠다 싶었는데 토요일에 택배가 도착했더라구여빠른 배송 진짜 최고,문의사항있어서 톡톡문의글 남겼는데 빠르고 친절하게 답변 해주셨어요금요일 오후시 넘어서 주문해서 다음주에나 받겠다 싶었는데 토요일에 택배가 도착했더라구여빠른 배송 진짜 최고택배 박스열자마자 좋은 향수냄새 덕에 제품 확인하기도 전부터 기분이 좋았던적은 이번이 처음이에요 아직 사용하던 쿠션이 남아있어서 제품은 사용해보지 못했지만 그냥 믿고 써도 될거같아요다른데 돌아볼 필요없이 제일 적절하고 좋은 사은품구성인거같아요챙겨주신 사은품 사용해보고 다시 들를게요
503,503,5,21.04.27.,뉴 블래쿠션 리뉴얼 역시 헤라 말해 무엇하리  바뀐 용기는 아모레 퍼시픽에서 환경을 생각 한듯 구타입 용기의 중간 도금부분의 금속을 없앤 것은 잘한 듯 솔직히 모든,뉴 블래쿠션 리뉴얼 역시 헤라 말해 무엇하리  바뀐 용기는 아모레 퍼시픽에서 환경을 생각 한듯 구타입 용기의 중간 도금부분의 금속을 없앤 것은 잘한 듯 솔직히 모든 화장품용기는 다쓰고 용기를 막 버릴때 맘 불편했는데 이번 헤라쿠션용기는 단일한 성분인 플라스틱으로만 되어있으니 그냥 버리기보다 재활용 분리가 쉬울듯 모양도 심플함이 주는 고급짐 뿜뿜기왕이면 거울도 탈부착으로 하면 어떨까요 우리나라 쓰레기 환경헐큰일 이제는 기업이 앞장서서 환경을 생각하는 아이디어 내기 
504,504,5,21.05.30.,마스크쓰고 다녀서 화장하는법을 까먹을뻔하다가 마스크에 안뭍어난다고 해서 혹시나 하는 마음으로 샀는데 대만족 커버력도 좋고 무엇보다 피부톤과 맞는 색상이 있었다는게 놀라울 따름 어,마스크쓰고 다녀서 화장하는법을 까먹을뻔하다가 마스크에 안뭍어난다고 해서 혹시나 하는 마음으로 샀는데 대만족커버력도 좋고 무엇보다 피부톤과 맞는 색상이 있었다는게 놀라울 따름어둡지는 않은데 뭔가 누리끼리한 피부톤 때문에 늘 파데 선택이 어려웠는데밝고 건강한 얼굴톤으로 표현되서 아주 기분이 좋음
505,505,5,21.03.31.,저는건성이라 헤라는 한번도 안써봤는데 요번에 바뀌었다길래 사봤어요 발랐을때 촉촉한기분이드는데 바르고나면 매트해지네요 기초튼튼히해야할거같고 양조절 잘안하면 두꺼워보일수 있을듯해요,저는건성이라 헤라는 한번도 안써봤는데 요번에 바뀌었다길래 사봤어요 발랐을때 촉촉한기분이드는데 바르고나면 매트해지네요 기초튼튼히해야할거같고 양조절 잘안하면 두꺼워보일수 있을듯해요양조절 잘하면 자연스럽게 올라가요 아직 마스크는써보지 않았지만 휴지로 찍어봤을때 묻어남은 확실히 적은거같아요전 호쓰는데  화사하게 잘맞아요 앞으로잘써볼께요
506,506,5,21.05.22.,이번에 리뉴얼 된 블랙 쿠션 사용했는데 전에 문제점이던 향이 좋아져서 좋아요 사실 리뉴얼 전 쿠션은 사용해보지 않아서 향은 잘 모르지만 이번에 리뉴얼 된 향은 좋았어요 케이스가,이번에 리뉴얼 된 블랙 쿠션 사용했는데 전에 문제점이던 향이 좋아져서 좋아요 사실 리뉴얼 전 쿠션은 사용해보지 않아서 향은 잘 모르지만 이번에 리뉴얼 된 향은 좋았어요 케이스가 자석이라서 잘 열릴줄 알았는데 잘 안 열려요 그리고 저는 코에 유분이 굉장히 많은데 쿠션을 바르자마자 번들번들 거리는데 이건 몇 시간 뒤에 올라오고 얇게 발려서 좋아요 근데 마스크에는 조금 묻는거 같아요 쿠션은 잘 쓸 거같아요
507,507,4,21.04.17.,아직써보진 못했지만 에어리 프라이머처럼 자석으로 되어있고 틴트도 나오자마자 샀는데 다른색상 샘플이 왓네요 다행 ㅎㅎ 선크림이랑 픽서 샘플도요  픽서는 여름에 화장 안번지는고 고정,아직써보진 못했지만 에어리 프라이머처럼 자석으로 되어있고 틴트도 나오자마자 샀는데 다른색상 샘플이 왓네요 다행 ㅎㅎ 선크림이랑 픽서 샘플도요  픽서는 여름에 화장 안번지는고 고정되는지 써보고 고민해보려구요 ㅎㅎ 요새 헤라 열일하는거같아요 예전엔 엄마쓰는 화장품 이미지였는데 요새 자꾸 헤라거 사게됩니다 건조한편인데 팩트 촉촉한거만 쓰다 묻어남이 싫어 매트타입은 첫구매라 피부에 잘맞을지 걱정만 호기심반으로 시켰는데 잘맞길 바랍니다
508,508,5,21.03.30.,좀 건조한 상태의 손등에 두드려봤는데밀착력 괜찮고 매트한 느낌이 좋네요 예전 헤라 쿠션들 너무 촉촉해서 머리카락 달라붙고 해서 나스로 옮겼었는데 리뉴얼 된 블랙쿠션 일단은,좀 건조한 상태의 손등에 두드려봤는데밀착력 괜찮고 매트한 느낌이 좋네요 예전 헤라 쿠션들 너무 촉촉해서 머리카락 달라붙고 해서 나스로 옮겼었는데 리뉴얼 된 블랙쿠션 일단은 만족 케이스가 예쁘긴 한데 지문이 너무 잘 뭍네요 향도 좋아요 같이 주신 가방은 솔직히 실용성 너무 없어보임 ㅋ
509,509,4,21.04.08.,기존 호 사용하고 있는데 새로 나왔대서 아직 안 뜯은 리필이 남았는데도 구매해봤습니다케이스와 퍼프는 이전보다 훨씬 세련되게 느껴졌고퍼프가 검정색이라 덜 지저분해 보이고 더,기존 호 사용하고 있는데 새로 나왔대서 아직 안 뜯은 리필이 남았는데도 구매해봤습니다케이스와 퍼프는 이전보다 훨씬 세련되게 느껴졌고퍼프가 검정색이라 덜 지저분해 보이고 더 잘 밀착되는 느낌이예요제품은 이전보다 훨씬 뽀송하게 마무리되서 좋았으나 커버력은 솔직히 이전과 비교해서 더 좋아졌는지는 몰겠어요ㅜㅜ그래도 밀착력이 확실히 좋아져서 만족합니다
510,510,5,21.04.07.,필름지 열자마자 좋은향기가 솔솔나요이전 블랙쿠션 써보고싶었는데 클쓰느라 못써보고있었는데 다써가고있어서 블랙쿠션 구매했어요퍼프도 고급지고 찰떡같이 피부에 잘스며들어요복합지성타입이,필름지 열자마자 좋은향기가 솔솔나요이전 블랙쿠션 써보고싶었는데 클쓰느라 못써보고있었는데 다써가고있어서 블랙쿠션 구매했어요퍼프도 고급지고 찰떡같이 피부에 잘스며들어요복합지성타입이고 잡티도있고 웜톤인데가 잘맞아요커버가 기막히게 잘되진않지만 이정도면 대만족이에요기분좋은 패키지까지있어 선물받은기분이에요
511,511,3,21.04.02.,일단 헤라쿠션 처음 사봤어요기존에 아이오페매트라인 쿠션 썼었는데 비슷할 거같아 구매했어요하지만 전혀다릅니다이건 물같은 제형이네요근데촉촉히발리고샥밀착됩니다 근데 볼아나 코는 마스크에,일단 헤라쿠션 처음 사봤어요기존에 아이오페매트라인 쿠션 썼었는데비슷할 거같아 구매했어요하지만 전혀다릅니다이건 물같은 제형이네요근데촉촉히발리고샥밀착됩니다근데 볼아나 코는 마스크에 잘 묻어나요아쉽그래도 생각보사서 붉아서당황 ㅎㅎ붉은키 커버잘안되됩니다
512,512,5,21.04.07.,쿠션 바꿀 때가 되어서 이번에 헤라리뉴얼됐다길래 그냥 바로 구매했어요 즉흥적으로 구매한것같아 조금 걱정되긴했지만 유튜브 후기보니 괜찮은 편이더군요 막상 받고 다 테스트해보니 쿠,쿠션 바꿀 때가 되어서 이번에 헤라리뉴얼됐다길래 그냥 바로 구매했어요 즉흥적으로 구매한것같아 조금 걱정되긴했지만 유튜브 후기보니 괜찮은 편이더군요 막상 받고 다 테스트해보니 쿠션은 말이 필요없고 선크림 제품 왜이렇게 괜찮죠 다쓰고 본품 구매할듯ㅎㅎ 픽서도 맘에들고 틴트는 생각보다 작았지만 너무 귀엽네요 안잃어버리고 잘 쓰길
513,513,5,21.04.29.,블랙쿠션을 주문하면서 구성품이었던파데 색상 교환 가능 여부를 문의드렸었는데너무 감사하게도 해당 색상의 샘플이 없다며공병에 따로 담아 보내주셨어요샘플도 엄청 보내주셨네요 감사합,블랙쿠션을 주문하면서 구성품이었던파데 색상 교환 가능 여부를 문의드렸었는데너무 감사하게도 해당 색상의 샘플이 없다며공병에 따로 담아 보내주셨어요샘플도 엄청 보내주셨네요 감사합니다보내주신 샘플 사용 후 파데 구입시 또 방문하겠습니다 
